Price,Open,High,Low,Close,Volume,Daily Return
1950-02-28,17.22,17.22,17.22,17.22,1310000,-0.003472222222222321
1950-03-01,17.24,17.24,17.24,17.24,1410000,0.0011614401858304202
1950-03-02,17.23,17.23,17.23,17.23,1340000,-0.000580046403712231
1950-03-03,17.29,17.29,17.29,17.29,1520000,0.0034822983168891763
1950-03-06,17.32,17.32,17.32,17.32,1470000,0.001735106998264957
1950-03-07,17.2,17.2,17.2,17.2,1590000,-0.006928406466512715
1950-03-08,17.19,17.19,17.19,17.19,1360000,-0.0005813953488370549
1950-03-09,17.07,17.07,17.07,17.07,1330000,-0.006980802792321161
1950-03-10,17.09,17.09,17.09,17.09,1260000,0.0011716461628588082
1950-03-13,17.12,17.12,17.12,17.12,1060000,0.0017554125219427785
1950-03-14,17.25,17.25,17.25,17.25,1140000,0.007593457943925186
1950-03-15,17.45,17.45,17.45,17.45,1830000,0.011594202898550732
1950-03-16,17.49,17.49,17.49,17.49,2060000,0.002292263610315093
1950-03-17,17.45,17.45,17.45,17.45,1600000,-0.002287021154945612
1950-03-20,17.44,17.44,17.44,17.44,1430000,-0.0005730659025786622
1950-03-21,17.45,17.45,17.45,17.45,1400000,0.0005733944954127157
1950-03-22,17.55,17.55,17.55,17.55,2010000,0.005730659025787954
1950-03-23,17.56,17.56,17.56,17.56,2020000,0.0005698005698004938
1950-03-24,17.56,17.56,17.56,17.56,1570000,0.0
1950-03-27,17.46,17.46,17.46,17.46,1930000,-0.005694760820045386
1950-03-28,17.53,17.53,17.53,17.53,1780000,0.004009163802978222
1950-03-29,17.44,17.44,17.44,17.44,2090000,-0.00513405590416427
1950-03-30,17.3,17.3,17.3,17.3,2370000,-0.008027522935779796
1950-03-31,17.29,17.29,17.29,17.29,1880000,-0.0005780346820810633
1950-04-03,17.53,17.53,17.53,17.53,1570000,0.013880855986119212
1950-04-04,17.55,17.55,17.55,17.55,2010000,0.0011409013120364797
1950-04-05,17.63,17.63,17.63,17.63,1430000,0.004558404558404394
1950-04-06,17.78,17.78,17.78,17.78,2000000,0.008508224617129967
1950-04-10,17.85,17.85,17.85,17.85,2070000,0.003937007874015741
1950-04-11,17.75,17.75,17.75,17.75,2010000,-0.0056022408963586345
1950-04-12,17.94,17.94,17.94,17.94,2010000,0.010704225352112795
1950-04-13,17.98,17.98,17.98,17.98,2410000,0.0022296544035673715
1950-04-14,17.96,17.96,17.96,17.96,2750000,-0.0011123470522802492
1950-04-17,17.88,17.88,17.88,17.88,2520000,-0.0044543429844099425
1950-04-18,18.03,18.03,18.03,18.03,3320000,0.00838926174496657
1950-04-19,18.05,18.05,18.05,18.05,2950000,0.0011092623405435376
1950-04-20,17.93,17.93,17.93,17.93,2590000,-0.006648199445983383
1950-04-21,17.96,17.96,17.96,17.96,2710000,0.001673173452314547
1950-04-24,17.83,17.83,17.83,17.83,2310000,-0.007238307349666018
1950-04-25,17.83,17.83,17.83,17.83,1830000,0.0
1950-04-26,17.76,17.76,17.76,17.76,1880000,-0.0039259674705550696
1950-04-27,17.86,17.86,17.86,17.86,2070000,0.005630630630630407
1950-04-28,17.96,17.96,17.96,17.96,2190000,0.005599104143337197
1950-05-01,18.22,18.22,18.22,18.22,2390000,0.014476614699331813
1950-05-02,18.11,18.11,18.11,18.11,2250000,-0.006037321624588365
1950-05-03,18.27,18.27,18.27,18.27,2120000,0.008834897846493606
1950-05-04,18.12,18.12,18.12,18.12,2150000,-0.008210180623973606
1950-05-05,18.22,18.22,18.22,18.22,1800000,0.0055187637969094094
1950-05-08,18.27,18.27,18.27,18.27,1680000,0.0027442371020856005
1950-05-09,18.27,18.27,18.27,18.27,1720000,0.0
1950-05-10,18.29,18.29,18.29,18.29,1880000,0.0010946907498632363
1950-05-11,18.29,18.29,18.29,18.29,1750000,0.0
1950-05-12,18.18,18.18,18.18,18.18,1790000,-0.006014215418261304
1950-05-15,18.26,18.26,18.26,18.26,1220000,0.004400440044004528
1950-05-16,18.44,18.44,18.44,18.44,1730000,0.009857612267250904
1950-05-17,18.52,18.52,18.52,18.52,2020000,0.00433839479392617
1950-05-18,18.56,18.56,18.56,18.56,5240000,0.002159827213822796
1950-05-19,18.68,18.68,18.68,18.68,2110000,0.006465517241379448
1950-05-22,18.6,18.6,18.6,18.6,1620000,-0.004282655246252598
1950-05-23,18.71,18.71,18.71,18.71,1460000,0.005913978494623606
1950-05-24,18.69,18.69,18.69,18.69,1850000,-0.001068947087119132
1950-05-25,18.69,18.69,18.69,18.69,1480000,0.0
1950-05-26,18.67,18.67,18.67,18.67,1330000,-0.0010700909577313622
1950-05-29,18.72,18.72,18.72,18.72,1110000,0.0026780931976431166
1950-05-31,18.78,18.78,18.78,18.78,1530000,0.003205128205128416
1950-06-01,18.77,18.77,18.77,18.77,1580000,-0.0005324813631524261
1950-06-02,18.79,18.79,18.79,18.79,1450000,0.0010655301012252316
1950-06-05,18.6,18.6,18.6,18.6,1630000,-0.010111761575305911
1950-06-06,18.88,18.88,18.88,18.88,2250000,0.015053763440860068
1950-06-07,18.93,18.93,18.93,18.93,1750000,0.0026483050847458944
1950-06-08,19.14,19.14,19.14,19.14,1780000,0.01109350237717921
1950-06-09,19.26,19.26,19.26,19.26,2130000,0.006269592476489061
1950-06-12,19.4,19.4,19.4,19.4,1790000,0.007268951194184581
1950-06-13,19.25,19.25,19.25,19.25,1790000,-0.0077319587628865705
1950-06-14,18.98,18.98,18.98,18.98,1650000,-0.014025974025974053
1950-06-15,18.93,18.93,18.93,18.93,1530000,-0.0026343519494205214
1950-06-16,18.97,18.97,18.97,18.97,1180000,0.0021130480718436484
1950-06-19,18.92,18.92,18.92,18.92,1290000,-0.0026357406431205543
1950-06-20,18.83,18.83,18.83,18.83,1470000,-0.004756871035941024
1950-06-21,19.0,19.0,19.0,19.0,1750000,0.009028146574615148
1950-06-22,19.16,19.16,19.16,19.16,1830000,0.008421052631578885
1950-06-23,19.14,19.14,19.14,19.14,1700000,-0.0010438413361169019
1950-06-26,18.11,18.11,18.11,18.11,3950000,-0.0538140020898642
1950-06-27,17.91,17.91,17.91,17.91,4860000,-0.011043622308117063
1950-06-28,18.11,18.11,18.11,18.11,2600000,0.011166945840312525
1950-06-29,17.44,17.44,17.44,17.44,3040000,-0.0369961347321921
1950-06-30,17.69,17.69,17.69,17.69,2660000,0.014334862385321001
1950-07-03,17.64,17.64,17.64,17.64,1550000,-0.0028264556246467842
1950-07-05,17.81,17.81,17.81,17.81,1400000,0.009637188208616587
1950-07-06,17.91,17.91,17.91,17.91,1570000,0.005614823133071489
1950-07-07,17.67,17.67,17.67,17.67,1870000,-0.01340033500837512
1950-07-10,17.59,17.59,17.59,17.59,1960000,-0.004527447651386685
1950-07-11,17.32,17.32,17.32,17.32,3250000,-0.015349630471859
1950-07-12,16.87,16.87,16.87,16.87,3200000,-0.025981524249422572
1950-07-13,16.69,16.69,16.69,16.69,2660000,-0.010669828097213951
1950-07-14,16.87,16.87,16.87,16.87,1900000,0.010784901138406244
1950-07-17,16.68,16.68,16.68,16.68,1520000,-0.01126259632483706
1950-07-18,17.06,17.06,17.06,17.06,1820000,0.02278177458033559
1950-07-19,17.36,17.36,17.36,17.36,2430000,0.017584994138335253
1950-07-20,17.61,17.61,17.61,17.61,3160000,0.01440092165898621
1950-07-21,17.59,17.59,17.59,17.59,2810000,-0.0011357183418512218
1950-07-24,17.48,17.48,17.48,17.48,2300000,-0.006253553155201819
1950-07-25,17.23,17.23,17.23,17.23,2770000,-0.014302059496567487
1950-07-26,17.27,17.27,17.27,17.27,2460000,0.002321532211259303
1950-07-27,17.5,17.5,17.5,17.5,2300000,0.013317892298783995
1950-07-28,17.69,17.69,17.69,17.69,2050000,0.010857142857142899
1950-07-31,17.84,17.84,17.84,17.84,1590000,0.00847936687394002
1950-08-01,18.02,18.02,18.02,18.02,1970000,0.010089686098654793
1950-08-02,17.95,17.95,17.95,17.95,1980000,-0.0038845726970033745
1950-08-03,17.99,17.99,17.99,17.99,1660000,0.0022284122562674646
1950-08-04,18.14,18.14,18.14,18.14,1600000,0.008337965536409309
1950-08-07,18.41,18.41,18.41,18.41,1850000,0.014884233737596508
1950-08-08,18.46,18.46,18.46,18.46,2180000,0.0027159152634437245
1950-08-09,18.61,18.61,18.61,18.61,1760000,0.008125677139761533
1950-08-10,18.48,18.48,18.48,18.48,1870000,-0.006985491671144484
1950-08-11,18.28,18.28,18.28,18.28,1680000,-0.010822510822510734
1950-08-14,18.29,18.29,18.29,18.29,1280000,0.000547045951859948
1950-08-15,18.32,18.32,18.32,18.32,1330000,0.0016402405686168908
1950-08-16,18.34,18.34,18.34,18.34,1770000,0.0010917030567685337
1950-08-17,18.54,18.54,18.54,18.54,2170000,0.010905125408942062
1950-08-18,18.68,18.68,18.68,18.68,1780000,0.007551240560949246
1950-08-21,18.7,18.7,18.7,18.7,1840000,0.0010706638115631772
1950-08-22,18.68,18.68,18.68,18.68,1550000,-0.0010695187165775666
1950-08-23,18.82,18.82,18.82,18.82,1580000,0.007494646680942241
1950-08-24,18.79,18.79,18.79,18.79,1620000,-0.0015940488841658107
1950-08-25,18.54,18.54,18.54,18.54,1610000,-0.013304949441192093
1950-08-28,18.53,18.53,18.53,18.53,1300000,-0.0005393743257819938
1950-08-29,18.54,18.54,18.54,18.54,1890000,0.0005396654074472096
1950-08-30,18.43,18.43,18.43,18.43,1490000,-0.0059331175836030425
1950-08-31,18.42,18.42,18.42,18.42,1140000,-0.000542593597395391
1950-09-01,18.55,18.55,18.55,18.55,1290000,0.007057546145494031
1950-09-05,18.68,18.68,18.68,18.68,1250000,0.007008086253369239
1950-09-06,18.54,18.54,18.54,18.54,1300000,-0.007494646680942241
1950-09-07,18.59,18.59,18.59,18.59,1340000,0.0026968716289104133
1950-09-08,18.75,18.75,18.75,18.75,1960000,0.008606777837547153
1950-09-11,18.61,18.61,18.61,18.61,1860000,-0.0074666666666667325
1950-09-12,18.87,18.87,18.87,18.87,1680000,0.01397098334228919
1950-09-13,19.09,19.09,19.09,19.09,2600000,0.011658717541070507
1950-09-14,19.18,19.18,19.18,19.18,2350000,0.004714510214772094
1950-09-15,19.29,19.29,19.29,19.29,2410000,0.0057351407716370595
1950-09-18,19.37,19.37,19.37,19.37,2040000,0.004147226542249971
1950-09-19,19.31,19.31,19.31,19.31,1590000,-0.0030975735673723914
1950-09-20,19.21,19.21,19.21,19.21,2100000,-0.005178663904712444
1950-09-21,19.37,19.37,19.37,19.37,1650000,0.008328995314940135
1950-09-22,19.44,19.44,19.44,19.44,2510000,0.0036138358286008643
1950-09-25,19.42,19.42,19.42,19.42,2020000,-0.0010288065843621075
1950-09-26,19.14,19.14,19.14,19.14,2280000,-0.014418125643666402
1950-09-27,19.41,19.41,19.41,19.41,2360000,0.014106583072100332
1950-09-28,19.42,19.42,19.42,19.42,2200000,0.0005151983513653757
1950-09-29,19.45,19.45,19.45,19.45,1800000,0.001544799176107059
1950-10-02,19.69,19.69,19.69,19.69,2200000,0.012339331619537486
1950-10-03,19.66,19.66,19.66,19.66,2480000,-0.001523616048755727
1950-10-04,20.0,20.0,20.0,20.0,2920000,0.01729399796541209
1950-10-05,19.89,19.89,19.89,19.89,2490000,-0.005499999999999949
1950-10-06,20.12,20.12,20.12,20.12,2360000,0.011563599798893875
1950-10-09,20.0,20.0,20.0,20.0,2330000,-0.005964214711729698
1950-10-10,19.78,19.78,19.78,19.78,1870000,-0.010999999999999899
1950-10-11,19.86,19.86,19.86,19.86,2200000,0.004044489383215222
1950-10-13,19.85,19.85,19.85,19.85,2030000,-0.000503524672708866
1950-10-16,19.71,19.71,19.71,19.71,1630000,-0.007052896725440849
1950-10-17,19.89,19.89,19.89,19.89,2010000,0.00913242009132409
1950-10-18,20.01,20.01,20.01,20.01,2410000,0.006033182503770718
1950-10-19,20.02,20.02,20.02,20.02,2250000,0.0004997501249375258
1950-10-20,19.96,19.96,19.96,19.96,1840000,-0.0029970029970028955
1950-10-23,19.96,19.96,19.96,19.96,1850000,0.0
1950-10-24,20.08,20.08,20.08,20.08,1790000,0.006012024048096087
1950-10-25,20.05,20.05,20.05,20.05,1930000,-0.0014940239043823578
1950-10-26,19.61,19.61,19.61,19.61,3000000,-0.02194513715710733
1950-10-27,19.77,19.77,19.77,19.77,1800000,0.00815910249872509
1950-10-30,19.61,19.61,19.61,19.61,1790000,-0.008093070308548334
1950-10-31,19.53,19.53,19.53,19.53,2010000,-0.004079551249362434
1950-11-01,19.56,19.56,19.56,19.56,1780000,0.001536098310291667
1950-11-02,19.73,19.73,19.73,19.73,1580000,0.008691206543967267
1950-11-03,19.85,19.85,19.85,19.85,1560000,0.00608210846426771
1950-11-06,19.36,19.36,19.36,19.36,2580000,-0.024685138539042972
1950-11-08,19.56,19.56,19.56,19.56,1850000,0.010330578512396604
1950-11-09,19.79,19.79,19.79,19.79,1760000,0.011758691206543936
1950-11-10,19.94,19.94,19.94,19.94,1640000,0.0075795856493179325
1950-11-13,20.01,20.01,20.01,20.01,1630000,0.0035105315947843163
1950-11-14,19.86,19.86,19.86,19.86,1780000,-0.007496251874063109
1950-11-15,19.82,19.82,19.82,19.82,1620000,-0.002014098690835797
1950-11-16,19.72,19.72,19.72,19.72,1760000,-0.005045408678102992
1950-11-17,19.86,19.86,19.86,19.86,2130000,0.007099391480730244
1950-11-20,19.93,19.93,19.93,19.93,2250000,0.0035246727089628394
1950-11-21,19.88,19.88,19.88,19.88,2010000,-0.0025087807325639977
1950-11-22,20.16,20.16,20.16,20.16,2730000,0.014084507042253502
1950-11-24,20.32,20.32,20.32,20.32,2620000,0.007936507936507908
1950-11-27,20.18,20.18,20.18,20.18,1740000,-0.006889763779527547
1950-11-28,19.56,19.56,19.56,19.56,2970000,-0.0307234886025769
1950-11-29,19.37,19.37,19.37,19.37,2770000,-0.00971370143149275
1950-11-30,19.51,19.51,19.51,19.51,2080000,0.007227671657201951
1950-12-01,19.66,19.66,19.66,19.66,1870000,0.007688364941055736
1950-12-04,19.0,19.0,19.0,19.0,2510000,-0.033570701932858604
1950-12-05,19.31,19.31,19.31,19.31,1940000,0.01631578947368406
1950-12-06,19.45,19.45,19.45,19.45,2010000,0.0072501294665976435
1950-12-07,19.4,19.4,19.4,19.4,1810000,-0.0025706940874036244
1950-12-08,19.4,19.4,19.4,19.4,2310000,0.0
1950-12-11,19.72,19.72,19.72,19.72,2600000,0.016494845360824684
1950-12-12,19.68,19.68,19.68,19.68,2140000,-0.0020283975659228792
1950-12-13,19.67,19.67,19.67,19.67,2030000,-0.0005081300813006839
1950-12-14,19.43,19.43,19.43,19.43,2660000,-0.012201321809862886
1950-12-15,19.33,19.33,19.33,19.33,2420000,-0.00514668039114774
1950-12-18,19.85,19.85,19.85,19.85,4500000,0.026901189860320862
1950-12-19,19.96,19.96,19.96,19.96,3650000,0.005541561712846255
1950-12-20,19.97,19.97,19.97,19.97,3510000,0.0005010020040079333
1950-12-21,19.98,19.98,19.98,19.98,3990000,0.0005007511266901243
1950-12-22,20.07,20.07,20.07,20.07,2720000,0.0045045045045044585
1950-12-26,19.92,19.92,19.92,19.92,2660000,-0.007473841554558991
1950-12-27,20.3,20.3,20.3,20.3,2940000,0.01907630522088355
1950-12-28,20.38,20.38,20.38,20.38,3560000,0.003940886699507207
1950-12-29,20.43,20.43,20.43,20.43,3440000,0.002453385672227748
1951-01-02,20.77,20.77,20.77,20.77,3030000,0.016642192853646653
1951-01-03,20.69,20.69,20.69,20.69,3370000,-0.003851709195955677
1951-01-04,20.87,20.87,20.87,20.87,3390000,0.008699855002416657
1951-01-05,20.87,20.87,20.87,20.87,3390000,0.0
1951-01-08,21.0,21.0,21.0,21.0,2780000,0.006229036895064599
1951-01-09,21.12,21.12,21.12,21.12,3800000,0.005714285714285783
1951-01-10,20.85,20.85,20.85,20.85,3270000,-0.01278409090909094
1951-01-11,21.19,21.19,21.19,21.19,3490000,0.016306954436450916
1951-01-12,21.11,21.11,21.11,21.11,2950000,-0.003775365738555969
1951-01-15,21.3,21.3,21.3,21.3,2830000,0.009000473709142698
1951-01-16,21.46,21.46,21.46,21.46,3740000,0.007511737089201942
1951-01-17,21.55,21.55,21.55,21.55,3880000,0.00419384902143527
1951-01-18,21.4,21.4,21.4,21.4,3490000,-0.006960556844547661
1951-01-19,21.36,21.36,21.36,21.36,3170000,-0.0018691588785045843
1951-01-22,21.18,21.18,21.18,21.18,2570000,-0.008426966292134797
1951-01-23,21.26,21.26,21.26,21.26,2080000,0.0037771482530690736
1951-01-24,21.16,21.16,21.16,21.16,1990000,-0.004703668861712251
1951-01-25,21.03,21.03,21.03,21.03,2520000,-0.0061436672967863926
1951-01-26,21.26,21.26,21.26,21.26,2230000,0.010936757013789933
1951-01-29,21.67,21.67,21.67,21.67,2630000,0.019285042333019753
1951-01-30,21.74,21.74,21.74,21.74,2480000,0.0032302722658050786
1951-01-31,21.66,21.66,21.66,21.66,2340000,-0.0036798528058876734
1951-02-01,21.77,21.77,21.77,21.77,2380000,0.005078485687904033
1951-02-02,21.96,21.96,21.96,21.96,3030000,0.008727606798346388
1951-02-05,22.2,22.2,22.2,22.2,2680000,0.010928961748633892
1951-02-06,22.12,22.12,22.12,22.12,2370000,-0.003603603603603567
1951-02-07,21.99,21.99,21.99,21.99,2020000,-0.005877034358047095
1951-02-08,22.09,22.09,22.09,22.09,2120000,0.004547521600727578
1951-02-09,22.17,22.17,22.17,22.17,2550000,0.00362154821186067
1951-02-13,22.18,22.18,22.18,22.18,2400000,0.0004510599909786084
1951-02-14,22.12,22.12,22.12,22.12,2050000,-0.0027051397655545317
1951-02-15,22.0,22.0,22.0,22.0,1700000,-0.005424954792043413
1951-02-16,22.13,22.13,22.13,22.13,1860000,0.005909090909090864
1951-02-19,21.83,21.83,21.83,21.83,1910000,-0.01355625847266162
1951-02-20,21.79,21.79,21.79,21.79,2010000,-0.001832340815391631
1951-02-21,21.86,21.86,21.86,21.86,1670000,0.0032124827902708653
1951-02-23,21.92,21.92,21.92,21.92,1540000,0.0027447392497714773
1951-02-26,21.93,21.93,21.93,21.93,1650000,0.00045620437956195303
1951-02-27,21.76,21.76,21.76,21.76,1680000,-0.007751937984496027
1951-02-28,21.8,21.8,21.8,21.8,1640000,0.0018382352941175295
1951-03-01,21.85,21.85,21.85,21.85,1610000,0.002293577981651307
1951-03-02,21.93,21.93,21.93,21.93,1570000,0.0036613272311212253
1951-03-05,21.79,21.79,21.79,21.79,1690000,-0.006383948928408545
1951-03-06,21.79,21.79,21.79,21.79,1490000,0.0
1951-03-07,21.86,21.86,21.86,21.86,1770000,0.0032124827902708653
1951-03-08,21.95,21.95,21.95,21.95,1440000,0.004117108874656994
1951-03-09,21.95,21.95,21.95,21.95,1610000,0.0
1951-03-12,21.7,21.7,21.7,21.7,1640000,-0.011389521640091105
1951-03-13,21.41,21.41,21.41,21.41,2330000,-0.013364055299539102
1951-03-14,21.25,21.25,21.25,21.25,2110000,-0.007473143390938852
1951-03-15,21.29,21.29,21.29,21.29,2070000,0.0018823529411764461
1951-03-16,21.64,21.64,21.64,21.64,1660000,0.016439643024894313
1951-03-19,21.56,21.56,21.56,21.56,1120000,-0.003696857670979714
1951-03-20,21.52,21.52,21.52,21.52,1020000,-0.0018552875695732052
1951-03-21,21.64,21.64,21.64,21.64,1310000,0.005576208178438735
1951-03-22,21.73,21.73,21.73,21.73,1290000,0.004158964879852123
1951-03-26,21.53,21.53,21.53,21.53,1230000,-0.009203865623561902
1951-03-27,21.51,21.51,21.51,21.51,1250000,-0.0009289363678587348
1951-03-28,21.26,21.26,21.26,21.26,1770000,-0.011622501162250165
1951-03-29,21.33,21.33,21.33,21.33,1300000,0.0032925682031983428
1951-03-30,21.48,21.48,21.48,21.48,1150000,0.007032348804500765
1951-04-02,21.32,21.32,21.32,21.32,1280000,-0.007448789571694592
1951-04-03,21.26,21.26,21.26,21.26,1220000,-0.0028142589118198558
1951-04-04,21.4,21.4,21.4,21.4,1300000,0.0065851364063969076
1951-04-05,21.69,21.69,21.69,21.69,1790000,0.01355140186915893
1951-04-06,21.72,21.72,21.72,21.72,1450000,0.0013831258644536604
1951-04-09,21.68,21.68,21.68,21.68,1110000,-0.0018416206261510082
1951-04-10,21.65,21.65,21.65,21.65,1280000,-0.0013837638376383854
1951-04-11,21.64,21.64,21.64,21.64,1420000,-0.0004618937644340626
1951-04-12,21.83,21.83,21.83,21.83,1530000,0.008780036968576654
1951-04-13,22.09,22.09,22.09,22.09,2120000,0.011910215300045879
1951-04-16,22.04,22.04,22.04,22.04,1730000,-0.002263467632412919
1951-04-17,22.09,22.09,22.09,22.09,1470000,0.002268602540834941
1951-04-18,22.13,22.13,22.13,22.13,1780000,0.001810774105930335
1951-04-19,22.04,22.04,22.04,22.04,1520000,-0.004066877541798464
1951-04-20,22.04,22.04,22.04,22.04,940000,0.0
1951-04-23,22.05,22.05,22.05,22.05,1160000,0.00045372050816694376
1951-04-24,21.96,21.96,21.96,21.96,1420000,-0.004081632653061162
1951-04-25,21.97,21.97,21.97,21.97,1520000,0.0004553734061929493
1951-04-26,22.16,22.16,22.16,22.16,1800000,0.00864815657715079
1951-04-27,22.39,22.39,22.39,22.39,2120000,0.01037906137184108
1951-04-30,22.43,22.43,22.43,22.43,1790000,0.001786511835640825
1951-05-01,22.53,22.53,22.53,22.53,1760000,0.004458314757021853
1951-05-02,22.62,22.62,22.62,22.62,1900000,0.003994673768308976
1951-05-03,22.81,22.81,22.81,22.81,2060000,0.008399646330680799
1951-05-04,22.77,22.77,22.77,22.77,2050000,-0.0017536168347215275
1951-05-07,22.63,22.63,22.63,22.63,1580000,-0.0061484409310496035
1951-05-08,22.61,22.61,22.61,22.61,1600000,-0.0008837825894829621
1951-05-09,22.64,22.64,22.64,22.64,1960000,0.0013268465280849018
1951-05-10,22.51,22.51,22.51,22.51,1660000,-0.005742049469964594
1951-05-11,22.33,22.33,22.33,22.33,1640000,-0.007996446023989523
1951-05-14,22.18,22.18,22.18,22.18,1250000,-0.00671742051052393
1951-05-15,21.76,21.76,21.76,21.76,2020000,-0.018935978358881833
1951-05-16,21.69,21.69,21.69,21.69,1660000,-0.003216911764705843
1951-05-17,21.91,21.91,21.91,21.91,1370000,0.01014292300599351
1951-05-18,21.51,21.51,21.51,21.51,1660000,-0.018256503879507058
1951-05-21,21.46,21.46,21.46,21.46,1580000,-0.002324500232450011
1951-05-22,21.36,21.36,21.36,21.36,1440000,-0.004659832246039164
1951-05-23,21.16,21.16,21.16,21.16,1540000,-0.009363295880149725
1951-05-24,21.05,21.05,21.05,21.05,2580000,-0.0051984877126654006
1951-05-25,21.03,21.03,21.03,21.03,1210000,-0.0009501187648456311
1951-05-28,21.21,21.21,21.21,21.21,1240000,0.008559201141226769
1951-05-29,21.35,21.35,21.35,21.35,1190000,0.0066006600660066805
1951-05-31,21.52,21.52,21.52,21.52,1220000,0.007962529274004648
1951-06-01,21.48,21.48,21.48,21.48,9810000,-0.0018587360594795044
1951-06-04,21.24,21.24,21.24,21.24,1100000,-0.011173184357541999
1951-06-05,21.33,21.33,21.33,21.33,1180000,0.004237288135593209
1951-06-06,21.48,21.48,21.48,21.48,1200000,0.007032348804500765
1951-06-07,21.56,21.56,21.56,21.56,1340000,0.003724394785847185
1951-06-08,21.49,21.49,21.49,21.49,1000000,-0.0032467532467532756
1951-06-11,21.61,21.61,21.61,21.61,1220000,0.0055839925546765645
1951-06-12,21.52,21.52,21.52,21.52,1200000,-0.004164738546968971
1951-06-13,21.55,21.55,21.55,21.55,1060000,0.0013940520446096283
1951-06-14,21.84,21.84,21.84,21.84,1300000,0.01345707656612527
1951-06-15,22.04,22.04,22.04,22.04,1370000,0.009157509157509125
1951-06-18,22.05,22.05,22.05,22.05,1050000,0.00045372050816694376
1951-06-19,22.02,22.02,22.02,22.02,1100000,-0.0013605442176871652
1951-06-20,21.91,21.91,21.91,21.91,1120000,-0.004995458673932807
1951-06-21,21.78,21.78,21.78,21.78,1100000,-0.005933363760839749
1951-06-22,21.55,21.55,21.55,21.55,1340000,-0.010560146923783265
1951-06-25,21.29,21.29,21.29,21.29,2440000,-0.012064965197215893
1951-06-26,21.3,21.3,21.3,21.3,1260000,0.00046970408642565964
1951-06-27,21.37,21.37,21.37,21.37,1360000,0.0032863849765258912
1951-06-28,21.1,21.1,21.1,21.1,1940000,-0.0126345343940103
1951-06-29,20.96,20.96,20.96,20.96,1730000,-0.006635071090047462
1951-07-02,21.1,21.1,21.1,21.1,1350000,0.006679389312977069
1951-07-03,21.23,21.23,21.23,21.23,1250000,0.006161137440758191
1951-07-05,21.64,21.64,21.64,21.64,1410000,0.019312293923692936
1951-07-06,21.64,21.64,21.64,21.64,1170000,0.0
1951-07-09,21.73,21.73,21.73,21.73,1110000,0.004158964879852123
1951-07-10,21.63,21.63,21.63,21.63,990000,-0.0046019328117810065
1951-07-11,21.68,21.68,21.68,21.68,970000,0.002311604253351751
